DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,Vict Descent Full,Vict Age Group,Time_Formatted,Hour,Time_Category,Date_Rptd,DATE_OCC,Year,Month,DayOfWeek,Reporting_Delay,Delay_Category,zip_code
231415470,08/07/2023 12:00:00 AM,04/01/2023 12:00:00 AM,1500,14,Pacific,1452,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,0400 2000 1206 0500 0519 1814 0537 0913,27,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",821,,,,Hispanic,Adults (25-49),15:00,15,Afternoon (12-18),2023-08-07,2023-04-01,2023,Apr,Sat,128,1-12 months,90292.0
231307173,03/02/2023 12:00:00 AM,02/28/2023 12:00:00 AM,1515,13,Newton,1391,2,860,BATTERY WITH SEXUAL CONTACT,1822 1259 0522 2049 2050 0910,17,F,B,801,MTA BUS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Black,Adolescents (13-17),15:15,15,Afternoon (12-18),2023-03-02,2023-02-28,2023,Feb,Tue,2,1-7 days,90003.0
231200856,12/29/2023 12:00:00 AM,12/27/2023 12:00:00 AM,2200,12,77th Street,1249,1,121,"RAPE, FORCIBLE",0908 1817 0913 0507 1402 1415 1215 1309 0542 0515,24,F,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,998.0,,,Hispanic,Young Adults (18-24),22:00,22,Evening (18-24),2023-12-29,2023-12-27,2023,Dec,Wed,2,1-7 days,90044.0
230216846,09/06/2023 12:00:00 AM,09/06/2023 12:00:00 AM,1800,2,Rampart,257,2,860,BATTERY WITH SEXUAL CONTACT,1822 0305 0500 0522 0400,39,F,H,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Adults (25-49),18:00,18,Evening (18-24),2023-09-06,2023-09-06,2023,Sep,Wed,0,0-1 days,90017.0
232109037,05/12/2023 12:00:00 AM,05/11/2023 12:00:00 AM,2100,21,Topanga,2103,2,860,BATTERY WITH SEXUAL CONTACT,2000 0400 0401 0522 2038,38,F,O,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",626,860.0,901.0,,Other,Adults (25-49),21:00,21,Evening (18-24),2023-05-12,2023-05-11,2023,May,Thu,1,0-1 days,91304.0
231221674,10/20/2023 12:00:00 AM,10/20/2023 12:00:00 AM,1400,12,77th Street,1241,2,860,BATTERY WITH SEXUAL CONTACT,0522 1822,23,F,H,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Young Adults (18-24),14:00,14,Afternoon (12-18),2023-10-20,2023-10-20,2023,Oct,Fri,0,0-1 days,90043.0
231222943,11/11/2023 12:00:00 AM,11/10/2023 12:00:00 AM,1830,12,77th Street,1233,1,121,"RAPE, FORCIBLE",1218 1822 0400 0500 0537 1000 0853,34,F,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Black,Adults (25-49),18:30,18,Evening (18-24),2023-11-11,2023-11-10,2023,Nov,Fri,1,0-1 days,90062.0
231814274,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,1600,18,Southeast,1834,1,820,ORAL COPULATION,0913 0500 0432 0512 0344,46,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",820,,,,Black,Adults (25-49),16:00,16,Afternoon (12-18),2023-07-31,2023-07-31,2023,Jul,Mon,0,0-1 days,90059.0
231516135,10/16/2023 12:00:00 AM,09/19/2023 12:00:00 AM,1900,15,N Hollywood,1583,2,860,BATTERY WITH SEXUAL CONTACT,1817 0500 1903,35,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,860,,,,White,Adults (25-49),19:00,19,Evening (18-24),2023-10-16,2023-09-19,2023,Sep,Tue,27,8-30 days,91604.0
230512533,08/21/2023 12:00:00 AM,08/20/2023 12:00:00 AM,1500,5,Harbor,511,1,121,"RAPE, FORCIBLE",0527 1262 0413 0913 1820 0522 0537 0536 1415,20,F,H,503,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,998.0,,,Hispanic,Young Adults (18-24),15:00,15,Afternoon (12-18),2023-08-21,2023-08-20,2023,Aug,Sun,1,0-1 days,90710.0
230700584,02/27/2023 12:00:00 AM,02/24/2023 12:00:00 AM,440,7,Wilshire,722,1,121,"RAPE, FORCIBLE",1206 0507 0372 0500 0527 1822 1415 1402,21,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,998.0,,,White,Young Adults (18-24),4:40,4,Night (0-6),2023-02-27,2023-02-24,2023,Feb,Fri,3,1-7 days,90048.0
230319450,11/09/2023 12:00:00 AM,10/17/2023 12:00:00 AM,2230,3,Southwest,338,2,860,BATTERY WITH SEXUAL CONTACT,0551 0448,58,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Black,Older Adults (50+),22:30,22,Evening (18-24),2023-11-09,2023-10-17,2023,Oct,Tue,23,8-30 days,90007.0
231408678,04/06/2023 12:00:00 AM,03/25/2023 12:00:00 AM,1200,14,Pacific,1488,1,121,"RAPE, FORCIBLE",0537 0913 0510 1817 0527 0500,18,F,W,503,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,White,Young Adults (18-24),12:00,12,Afternoon (12-18),2023-04-06,2023-03-25,2023,Mar,Sat,12,8-30 days,90045.0
230606281,02/24/2023 12:00:00 AM,02/21/2023 12:00:00 AM,2200,6,Hollywood,622,1,121,"RAPE, FORCIBLE",1262 1259 0913 2037 1402 1206 1415,17,F,H,519,SHORT-TERM VACATION RENTAL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,998.0,,,Hispanic,Adolescents (13-17),22:00,22,Evening (18-24),2023-02-24,2023-02-21,2023,Feb,Tue,3,1-7 days,90046.0
231401084,08/01/2023 12:00:00 AM,08/01/2023 12:00:00 AM,1645,14,Pacific,1496,2,860,BATTERY WITH SEXUAL CONTACT,0522 1402 1415 0444 0503 1822 0510,18,F,B,503,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,998.0,,,Black,Young Adults (18-24),16:45,16,Afternoon (12-18),2023-08-01,2023-08-01,2023,Aug,Tue,0,0-1 days,90045.0
230619159,12/19/2023 12:00:00 AM,12/18/2023 12:00:00 AM,2335,6,Hollywood,642,2,860,BATTERY WITH SEXUAL CONTACT,0202 0551 1019 1300 1822 1278 0522 0531 0545,35,M,O,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Other,Adults (25-49),23:35,23,Evening (18-24),2023-12-19,2023-12-18,2023,Dec,Mon,1,0-1 days,90046.0
230611825,06/11/2023 12:00:00 AM,06/11/2023 12:00:00 AM,313,6,Hollywood,647,2,860,BATTERY WITH SEXUAL CONTACT,1822 0500 0522 0529 0400 0216,23,F,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Young Adults (18-24),3:13,3,Night (0-6),2023-06-11,2023-06-11,2023,Jun,Sun,0,0-1 days,90028.0
231906756,03/08/2023 12:00:00 AM,02/24/2023 12:00:00 AM,800,19,Mission,1966,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1801 1817 0515 0913 1258,12,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",812,815.0,,,Hispanic,Children (0-12),8:00,8,Morning (6-12),2023-03-08,2023-02-24,2023,Feb,Fri,12,8-30 days,91402.0
231809744,04/29/2023 12:00:00 AM,04/29/2023 12:00:00 AM,1640,18,Southeast,1841,2,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,1259 0943 1215,14,F,B,101,STREET,,,822,,,,Black,Adolescents (13-17),16:40,16,Afternoon (12-18),2023-04-29,2023-04-29,2023,Apr,Sat,0,0-1 days,90044.0
230510448,06/27/2023 12:00:00 AM,06/18/2023 12:00:00 AM,2030,5,Harbor,514,1,121,"RAPE, FORCIBLE",1202 1820 0537 1310 1309 0527 0913 0532,71,F,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Hispanic,Older Adults (50+),20:30,20,Evening (18-24),2023-06-27,2023-06-18,2023,Jun,Sun,9,8-30 days,90744.0
231111351,07/22/2023 12:00:00 AM,03/06/2023 12:00:00 AM,1600,11,Northeast,1126,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,2000 1813 0913 0503 0522 1310,45,F,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",815,,,,Hispanic,Adults (25-49),16:00,16,Afternoon (12-18),2023-07-22,2023-03-06,2023,Mar,Mon,138,1-12 months,90042.0
230718377,12/12/2023 12:00:00 AM,08/01/2023 12:00:00 AM,1,7,Wilshire,706,1,820,ORAL COPULATION,0507 0448 0913 0528 0522 0551 1802 0501 0531,31,F,W,203,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",820,,,,White,Adults (25-49),0:01,0,Night (0-6),2023-12-12,2023-08-01,2023,Aug,Tue,133,1-12 months,90038.0
231514825,09/13/2023 12:00:00 AM,09/13/2023 12:00:00 AM,100,15,N Hollywood,1548,1,121,"RAPE, FORCIBLE",1402 0400 1822 0910 1206,23,F,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,998.0,,,Hispanic,Young Adults (18-24),1:00,1,Night (0-6),2023-09-13,2023-09-13,2023,Sep,Wed,0,0-1 days,91601.0
241205728,01/28/2024 12:00:00 AM,07/01/2023 12:00:00 AM,1200,12,77th Street,1249,1,121,"RAPE, FORCIBLE",0545 1258 0552 0537 2023 0421 0527,13,M,H,503,HOTEL,500.0,UNKNOWN WEAPON/OTHER WEAPON,121,812.0,,,Hispanic,Adolescents (13-17),12:00,12,Afternoon (12-18),2024-01-28,2023-07-01,2023,Jul,Sat,211,1-12 months,90003.0
231607041,04/07/2023 12:00:00 AM,03/28/2023 12:00:00 AM,2000,16,Foothill,1613,2,860,BATTERY WITH SEXUAL CONTACT,1820 0913 0522,58,F,A,221,PUBLIC STORAGE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Asian,Older Adults (50+),20:00,20,Evening (18-24),2023-04-07,2023-03-28,2023,Mar,Tue,10,8-30 days,91331.0
231009588,05/26/2023 12:00:00 AM,04/07/2023 12:00:00 AM,2300,10,West Valley,1037,2,860,BATTERY WITH SEXUAL CONTACT,0400 0448 0913 1802 0522 0500,35,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Other,Adults (25-49),23:00,23,Evening (18-24),2023-05-26,2023-04-07,2023,Apr,Fri,49,1-12 months,91406.0
232012605,07/08/2023 12:00:00 AM,07/08/2023 12:00:00 AM,1900,20,Olympic,2093,2,860,BATTERY WITH SEXUAL CONTACT,0319 0448 0503 0522 0913 0917 2003 2021 0531,37,F,H,510,NURSING/CONVALESCENT/RETIREMENT HOME,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Adults (25-49),19:00,19,Evening (18-24),2023-07-08,2023-07-08,2023,Jul,Sat,0,0-1 days,90006.0
241207064,02/20/2024 12:00:00 AM,10/31/2023 12:00:00 AM,800,12,77th Street,1211,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",,16,F,B,501,SINGLE FAMILY DWELLING,,,810,,,,Black,Adolescents (13-17),8:00,8,Morning (6-12),2024-02-20,2023-10-31,2023,Oct,Tue,112,1-12 months,90043.0
241805115,01/24/2024 12:00:00 AM,10/01/2023 12:00:00 AM,1200,18,Southeast,1822,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,2000 0515 0913 1814,23,F,B,501,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,815,,,,Black,Young Adults (18-24),12:00,12,Afternoon (12-18),2024-01-24,2023-10-01,2023,Oct,Sun,115,1-12 months,90003.0
230113201,05/28/2023 12:00:00 AM,05/28/2023 12:00:00 AM,1930,1,Central,156,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0913 1501,20,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",304.0,CLUB/BAT,815,,,,Black,Young Adults (18-24),19:30,19,Evening (18-24),2023-05-28,2023-05-28,2023,May,Sun,0,0-1 days,90013.0
230814009,08/31/2023 12:00:00 AM,07/27/2023 12:00:00 AM,1600,8,West LA,823,1,121,"RAPE, FORCIBLE",0913 0551 0532 0534 1310 0500 1814 0527,18,F,O,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Other,Young Adults (18-24),16:00,16,Afternoon (12-18),2023-08-31,2023-07-27,2023,Jul,Thu,35,1-12 months,90272.0
232017184,10/26/2023 12:00:00 AM,10/26/2023 12:00:00 AM,1330,20,Olympic,2001,2,860,BATTERY WITH SEXUAL CONTACT,0522 1822 0448 0343 0202,29,F,A,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Asian,Adults (25-49),13:30,13,Afternoon (12-18),2023-10-26,2023-10-26,2023,Oct,Thu,0,0-1 days,90004.0
231901052,12/27/2023 12:00:00 AM,12/24/2023 12:00:00 AM,100,19,Mission,1983,1,121,"RAPE, FORCIBLE",1402 0448 0913 0527 1817 0361 1415,27,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,998.0,,,Asian,Adults (25-49),1:00,1,Night (0-6),2023-12-27,2023-12-24,2023,Dec,Sun,3,1-7 days,91343.0
230800972,10/01/2023 12:00:00 AM,10/01/2023 12:00:00 AM,300,8,West LA,842,1,122,"RAPE, ATTEMPTED",0400 1813 0500 0913 0408 0421 1415,23,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",122,998.0,,,White,Young Adults (18-24),3:00,3,Night (0-6),2023-10-01,2023-10-01,2023,Oct,Sun,0,0-1 days,90049.0
231700774,04/10/2023 12:00:00 AM,04/09/2023 12:00:00 AM,2000,17,Devonshire,1745,1,121,"RAPE, FORCIBLE",1402 0913 0500 0527 1419 1206 2000 1814 0408,47,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Hispanic,Adults (25-49),20:00,20,Evening (18-24),2023-04-10,2023-04-09,2023,Apr,Sun,1,0-1 days,91344.0
230216229,08/28/2023 12:00:00 AM,08/28/2023 12:00:00 AM,1630,2,Rampart,266,1,121,"RAPE, FORCIBLE",2000 0913 1813 1243 1415 1402 1409 0500 0400 0527,21,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,998.0,,,Hispanic,Young Adults (18-24),16:30,16,Afternoon (12-18),2023-08-28,2023-08-28,2023,Aug,Mon,0,0-1 days,90017.0
231212699,05/25/2023 12:00:00 AM,04/29/2023 12:00:00 AM,100,12,77th Street,1248,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0533 1251 1259 0527 1309,16,F,H,501,SINGLE FAMILY DWELLING,,,810,,,,Hispanic,Adolescents (13-17),1:00,1,Night (0-6),2023-05-25,2023-04-29,2023,Apr,Sat,26,8-30 days,90044.0
232104446,01/14/2023 12:00:00 AM,01/08/2023 12:00:00 AM,2200,21,Topanga,2137,1,820,ORAL COPULATION,0507 1218 1822,36,M,H,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",820,,,,Hispanic,Adults (25-49),22:00,22,Evening (18-24),2023-01-14,2023-01-08,2023,Jan,Sun,6,1-7 days,91303.0
230305008,01/21/2023 12:00:00 AM,01/21/2023 12:00:00 AM,1345,3,Southwest,338,2,860,BATTERY WITH SEXUAL CONTACT,0216 0305 0503 0551 0104 1822 0213 1251,19,F,B,404,DEPARTMENT STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Black,Young Adults (18-24),13:45,13,Afternoon (12-18),2023-01-21,2023-01-21,2023,Jan,Sat,0,0-1 days,90007.0
230707434,03/21/2023 12:00:00 AM,03/21/2023 12:00:00 AM,2130,7,Wilshire,778,1,122,"RAPE, ATTEMPTED",2004 0344 0913 0400 1814 2000 0447 0429 0448 0537,39,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",122,,,,Black,Adults (25-49),21:30,21,Evening (18-24),2023-03-21,2023-03-21,2023,Mar,Tue,0,0-1 days,90019.0
231319727,10/29/2023 12:00:00 AM,10/28/2023 12:00:00 AM,400,13,Newton,1331,1,121,"RAPE, FORCIBLE",1262 1822 1415,30,F,H,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,998.0,,,Hispanic,Adults (25-49),4:00,4,Night (0-6),2023-10-29,2023-10-28,2023,Oct,Sat,1,0-1 days,90007.0
231917147,11/27/2023 12:00:00 AM,11/15/2023 12:00:00 AM,15,19,Mission,1924,1,121,"RAPE, FORCIBLE",1817 0501 0516 1259 0527 0913,23,F,H,109,PARK/PLAYGROUND,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Hispanic,Young Adults (18-24),0:15,0,Night (0-6),2023-11-27,2023-11-15,2023,Nov,Wed,12,8-30 days,91342.0
231314792,07/31/2023 12:00:00 AM,07/15/2023 12:00:00 AM,400,13,Newton,1352,1,121,"RAPE, FORCIBLE",0527 1300 0913 2002,23,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Hispanic,Young Adults (18-24),4:00,4,Night (0-6),2023-07-31,2023-07-15,2023,Jul,Sat,16,8-30 days,90011.0
230222864,12/19/2023 12:00:00 AM,12/19/2023 12:00:00 AM,1440,2,Rampart,269,1,121,"RAPE, FORCIBLE",1415 1416 1409 0444 0500 0527 0537 0603 0361 0913,21,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,998.0,,,White,Young Adults (18-24),14:40,14,Afternoon (12-18),2023-12-19,2023-12-19,2023,Dec,Tue,0,0-1 days,90017.0
231506828,03/08/2023 12:00:00 AM,03/08/2023 12:00:00 AM,2000,15,N Hollywood,1549,2,860,BATTERY WITH SEXUAL CONTACT,0910 0448 0522 0509 1822,22,F,H,913,MTA - RED LINE - NORTH HOLLYWOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Young Adults (18-24),20:00,20,Evening (18-24),2023-03-08,2023-03-08,2023,Mar,Wed,0,0-1 days,91601.0
231216586,07/29/2023 12:00:00 AM,07/29/2023 12:00:00 AM,200,12,77th Street,1232,1,121,"RAPE, FORCIBLE",1817 0527 0913 1218,31,F,B,505,MOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Black,Adults (25-49),2:00,2,Night (0-6),2023-07-29,2023-07-29,2023,Jul,Sat,0,0-1 days,90043.0
231321952,12/12/2023 12:00:00 AM,12/12/2023 12:00:00 AM,1200,13,Newton,1361,1,121,"RAPE, FORCIBLE",1259 0418 0448 0527 1415 1817,16,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,998.0,,,Black,Adolescents (13-17),12:00,12,Afternoon (12-18),2023-12-12,2023-12-12,2023,Dec,Tue,0,0-1 days,90037.0
230800511,01/15/2023 12:00:00 AM,01/15/2023 12:00:00 AM,1200,8,West LA,811,1,121,"RAPE, FORCIBLE",0527 1814 1402 1415 1601 0913 2000,25,F,A,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,998.0,,,Asian,Adults (25-49),12:00,12,Afternoon (12-18),2023-01-15,2023-01-15,2023,Jan,Sun,0,0-1 days,90272.0
241905356,02/02/2024 12:00:00 AM,12/14/2023 12:00:00 AM,1200,19,Mission,1983,1,121,"RAPE, FORCIBLE",0419 0416 0542 0527 0516 0507 0913 1814 2000 1817,25,F,H,503,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Hispanic,Adults (25-49),12:00,12,Afternoon (12-18),2024-02-02,2023-12-14,2023,Dec,Thu,50,1-12 months,91343.0
232006090,02/20/2023 12:00:00 AM,02/20/2023 12:00:00 AM,1900,20,Olympic,2045,2,860,BATTERY WITH SEXUAL CONTACT,2004 0522 0444 0503 0520 1822 0531 0510 0305,22,F,W,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,White,Young Adults (18-24),19:00,19,Evening (18-24),2023-02-20,2023-02-20,2023,Feb,Mon,0,0-1 days,90005.0
240511583,09/26/2024 12:00:00 AM,08/01/2023 12:00:00 AM,600,5,Harbor,522,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0913 1824 0527 0500 1258 1251,13,M,H,501,SINGLE FAMILY DWELLING,,,810,,,,Hispanic,Adolescents (13-17),6:00,6,Morning (6-12),2024-09-26,2023-08-01,2023,Aug,Tue,422,Over 1 year,90744.0
232009333,05/06/2023 12:00:00 AM,05/05/2023 12:00:00 AM,2045,20,Olympic,2091,2,860,BATTERY WITH SEXUAL CONTACT,0913 0940 0522 0416 0344,17,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Black,Adolescents (13-17),20:45,20,Evening (18-24),2023-05-06,2023-05-05,2023,May,Fri,1,0-1 days,90018.0
240207122,03/01/2024 12:00:00 AM,08/14/2023 12:00:00 AM,1530,2,Rampart,235,1,820,ORAL COPULATION,1251 1259 0400 0500 0507 2024 0913 1817 0522 0528,14,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",820,,,,Hispanic,Adolescents (13-17),15:30,15,Afternoon (12-18),2024-03-01,2023-08-14,2023,Aug,Mon,200,1-12 months,90057.0
231608285,05/16/2023 12:00:00 AM,05/16/2023 12:00:00 AM,1900,16,Foothill,1621,2,760,LEWD/LASCIVIOUS ACTS WITH CHILD,0913 0522 0500 1258,12,F,H,101,STREET,,,760,,,,Hispanic,Children (0-12),19:00,19,Evening (18-24),2023-05-16,2023-05-16,2023,May,Tue,0,0-1 days,91331.0
231820422,12/06/2023 12:00:00 AM,06/01/2023 12:00:00 AM,1200,18,Southeast,1834,1,820,ORAL COPULATION,0913 0537 0527 0400,18,F,H,118,CONSTRUCTION SITE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",820,,,,Hispanic,Young Adults (18-24),12:00,12,Afternoon (12-18),2023-12-06,2023-06-01,2023,Jun,Thu,188,1-12 months,90002.0
231418143,10/01/2023 12:00:00 AM,10/01/2023 12:00:00 AM,200,14,Pacific,1449,1,122,"RAPE, ATTEMPTED",0344 0913 1814 0408 0429 0448 0419 0522 0537 2000,20,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",122,236.0,310.0,,Hispanic,Young Adults (18-24),2:00,2,Night (0-6),2023-10-01,2023-10-01,2023,Oct,Sun,0,0-1 days,90066.0
231519283,12/20/2023 12:00:00 AM,12/20/2023 12:00:00 AM,830,15,N Hollywood,1527,2,860,BATTERY WITH SEXUAL CONTACT,0503 0325 0378 0448 2004,56,F,H,404,DEPARTMENT STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Older Adults (50+),8:30,8,Morning (6-12),2023-12-20,2023-12-20,2023,Dec,Wed,0,0-1 days,91606.0
231506128,02/20/2023 12:00:00 AM,02/19/2023 12:00:00 AM,2200,15,N Hollywood,1585,1,820,ORAL COPULATION,1218 0400 0416 0507,26,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",820,,,,White,Adults (25-49),22:00,22,Evening (18-24),2023-02-20,2023-02-19,2023,Feb,Sun,1,0-1 days,91604.0
230600745,06/18/2023 12:00:00 AM,06/18/2023 12:00:00 AM,930,6,Hollywood,648,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,1814 0507 1239 0334 1415 2000 0913 0416 0408 0519,21,F,H,503,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",821,998.0,,,Hispanic,Young Adults (18-24),9:30,9,Morning (6-12),2023-06-18,2023-06-18,2023,Jun,Sun,0,0-1 days,90027.0
230214707,07/30/2023 12:00:00 AM,07/14/2023 12:00:00 AM,2000,2,Rampart,299,1,121,"RAPE, FORCIBLE",1822 0500 1206 1262 1259,14,F,H,122,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,993.0,,,Hispanic,Adolescents (13-17),20:00,20,Evening (18-24),2023-07-30,2023-07-14,2023,Jul,Fri,16,8-30 days,90015.0
230115654,07/09/2023 12:00:00 AM,07/08/2023 12:00:00 AM,1201,1,Central,129,1,121,"RAPE, FORCIBLE",0500 1415 1822 0522,40,F,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,998.0,,,Hispanic,Adults (25-49),12:01,12,Afternoon (12-18),2023-07-09,2023-07-08,2023,Jul,Sat,1,0-1 days,90012.0
240507192,03/24/2024 12:00:00 AM,07/01/2023 12:00:00 AM,1400,5,Harbor,564,1,121,"RAPE, FORCIBLE",0913 0527 0537 0516 1310 1817,25,F,H,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Hispanic,Adults (25-49),14:00,14,Afternoon (12-18),2024-03-24,2023-07-01,2023,Jul,Sat,267,1-12 months,90731.0
